2G,3G,4G,Operateur,result_city
1,1,1,SFR,Villiers-en-Bičre
1,1,1,Bouygues,Villiers-en-Bičre
0,1,1,Free,Villiers-en-Bičre
1,1,1,SFR,Poilly-lez-Gien
1,1,1,Bouygues,Poilly-lez-Gien
0,1,0,SFR,Vaujours
1,1,0,Bouygues,Vaujours
1,1,0,Bouygues,Chelles
1,1,0,SFR,Savigny-le-Temple
0,1,1,Free,Savigny-le-Temple
1,1,1,SFR,Hondschoote
1,1,1,Bouygues,Hondschoote
1,1,1,SFR,Montereau
1,1,1,Bouygues,Montereau
1,1,1,SFR,Maisnil-lčs-Ruitz
1,1,1,Bouygues,Maisnil-lčs-Ruitz
1,1,1,SFR,Puy-Saint-Gulmier
1,1,1,Bouygues,Puy-Saint-Gulmier
0,1,1,Free,Puy-Saint-Gulmier
1,1,1,SFR,Gauchin-Légal
1,1,1,Bouygues,Gauchin-Légal
0,1,1,Free,Gauchin-Légal
1,1,1,SFR,Autry-le-Châtel
1,1,1,Bouygues,Autry-le-Châtel
1,1,1,SFR,Montbolo
1,1,1,Bouygues,Montbolo
0,1,1,Free,Montbolo
1,1,1,SFR,Courtry
1,1,1,SFR,Barbizon
1,1,0,SFR,Champs-sur-Marne
1,1,0,SFR,La Loubičre
1,1,1,SFR,Vic-sur-Cčre
1,1,0,Bouygues,Vic-sur-Cčre
0,1,1,Free,Vic-sur-Cčre
1,1,1,SFR,Émerainville
1,1,1,SFR,La Liviničre
1,1,0,SFR,Chevillon-sur-Huillard
0,1,1,Free,Désertines
1,1,0,SFR,Neuvy-Deux-Clochers
1,1,0,SFR,Noisiel
1,1,1,SFR,Mailly-Maillet
1,1,1,Bouygues,Mailly-Maillet
1,1,0,SFR,Gien
1,1,0,Bouygues,Gien
1,1,0,SFR,Moussy-le-Vieux
0,1,1,Free,Moussy-le-Vieux
1,1,1,SFR,Corbčre
1,1,1,Bouygues,Corbčre
1,1,1,SFR,Vendin-lčs-Béthune
0,1,1,Free,Vendin-lčs-Béthune
1,1,1,SFR,La Redorte
1,1,1,Bouygues,La Redorte
1,1,1,SFR,Fouquereuil
1,1,0,Bouygues,Fouquereuil
1,1,1,SFR,La Loubičre
1,1,1,Bouygues,La Loubičre
1,1,1,SFR,Pontaumur
1,1,1,Bouygues,Pontaumur
0,0,1,SFR,Azille
1,1,0,Bouygues,Azille
1,1,1,Bouygues,Azille
0,1,0,Free,Azille
1,1,1,SFR,Faverolles
1,1,1,Bouygues,Faverolles
1,1,1,SFR,Wanquetin
1,1,1,Bouygues,Wanquetin
1,1,0,SFR,Vaires-sur-Marne
1,0,0,SFR,Moyvillers
1,1,1,SFR,Florentin-la-Capelle
1,1,1,Bouygues,Florentin-la-Capelle
0,1,1,Free,Florentin-la-Capelle
1,1,1,SFR,Sébrazac
1,1,1,SFR,Montenescourt
1,1,1,Bouygues,Montenescourt
1,1,1,SFR,Capelle-Fermont
1,1,1,Bouygues,Capelle-Fermont
1,1,1,SFR,Néris-les-Bains
1,1,1,Bouygues,Néris-les-Bains
0,1,1,Free,Néris-les-Bains
1,1,1,Bouygues,Le Mée-sur-Seine
1,1,1,SFR,Caëstre
1,1,1,Bouygues,Caëstre
1,1,1,SFR,Bougligny
1,1,1,Bouygues,Bougligny
0,1,0,Free,Bougligny
0,1,1,Free,Le Pin
1,1,1,SFR,Camblain-l'Abbé
1,1,1,Bouygues,Camblain-l'Abbé
1,1,1,SFR,Méteren
1,1,1,Bouygues,Méteren
1,1,1,SFR,La Rochette
1,1,1,SFR,Bouvigny-Boyeffles
1,1,1,Bouygues,Bouvigny-Boyeffles
0,1,1,Free,Bouvigny-Boyeffles
1,1,1,SFR,Villefranche-de-Panat
1,1,1,Bouygues,Villefranche-de-Panat
0,1,0,Free,Villefranche-de-Panat
1,0,0,SFR,Limoges-Fourches
1,1,1,SFR,Grandfresnoy
1,1,0,Bouygues,Dammartin-en-Goële
0,1,1,Free,Dammartin-en-Goële
1,1,1,SFR,Harbonničres
1,1,1,Bouygues,Harbonničres
0,1,1,Free,Harbonničres
1,1,0,Bouygues,Chevillon-sur-Huillard
1,1,1,SFR,Fabrezan
1,1,1,Bouygues,Fabrezan
1,1,1,SFR,Grisy-Suisnes
1,1,1,Bouygues,Grisy-Suisnes
1,1,1,SFR,Voisenon
1,1,1,Bouygues,Voisenon
1,1,1,SFR,Courniou
1,1,1,SFR,Caix
1,1,1,Bouygues,Caix
1,0,0,SFR,Gressy
1,1,0,SFR,Claye-Souilly
1,1,0,Bouygues,Claye-Souilly
1,1,1,SFR,Saint-Bonnet-Tronçais
1,1,1,Bouygues,Saint-Bonnet-Tronçais
1,1,1,SFR,Saint-Julien-Puy-Lavčze
1,1,1,Bouygues,Saint-Julien-Puy-Lavčze
1,1,1,SFR,Saint-Pierre-lčs-Nemours
1,1,1,Bouygues,Saint-Pierre-lčs-Nemours
1,1,1,SFR,Sains-en-Gohelle
0,1,1,Free,Sains-en-Gohelle
1,1,0,SFR,Pannes
1,1,1,SFR,Conilhac-Corbičres
1,1,1,Bouygues,Conilhac-Corbičres
1,1,1,SFR,Nemours
1,1,1,Bouygues,Nemours
0,1,1,Free,Saint-Pierre-lčs-Nemours
0,1,0,SFR,Saint-Thibault-des-Vignes
1,1,1,SFR,Maincy
1,1,1,Bouygues,Maincy
0,1,1,Free,Maincy
1,1,1,SFR,Labourse
0,1,1,Free,Labourse
1,1,0,SFR,Carency
0,1,0,Free,Carency
1,1,0,SFR,Villemandeur
1,1,1,SFR,Bagneaux-sur-Loing
1,1,1,Bouygues,Bagneaux-sur-Loing
1,0,0,SFR,Méteren
1,1,1,SFR,Chartrettes
1,1,1,Bouygues,Chartrettes
0,1,1,Free,Chartrettes
1,1,1,SFR,Bourron-Marlotte
1,1,1,Bouygues,Bourron-Marlotte
1,1,1,SFR,Thorigny-sur-Marne
1,1,0,Bouygues,Villemandeur
1,1,1,SFR,Rivičre
1,1,0,Bouygues,Rivičre
0,1,1,Free,Rivičre
1,1,1,SFR,Bully-les-Mines
1,1,1,SFR,Crisenoy
1,1,1,Bouygues,Crisenoy
1,1,0,SFR,Lestrem
1,1,1,SFR,Boeschepe
1,1,1,SFR,Proyart
1,1,1,Bouygues,Proyart
1,1,0,SFR,Bailleul
1,1,0,Bouygues,Bailleul
0,1,1,Free,Avon
1,1,1,SFR,La Bourboule
1,1,1,Bouygues,La Bourboule
0,1,1,Free,La Bourboule
1,1,1,SFR,Thuir
1,1,1,Bouygues,Thuir
1,1,0,SFR,Bucquoy
1,1,0,Bouygues,Bucquoy
0,1,1,Free,Bucquoy
1,0,0,SFR,Gretz-Armainvilliers
1,1,0,SFR,Gretz-Armainvilliers
1,1,1,SFR,Montargis
1,1,1,SFR,Calce
1,1,1,Bouygues,Calce
0,1,1,Free,Calce
1,1,0,SFR,Ermenonville
1,0,0,Bouygues,Ermenonville
1,1,1,SFR,Saint-Pons-de-Thomičres
0,1,1,Free,Saint-Pons-de-Thomičres
1,1,0,SFR,Châlette-sur-Loing
1,1,1,SFR,Gelles
1,1,1,Bouygues,Gelles
0,0,1,SFR,Briare
1,1,0,Bouygues,Briare
0,1,1,Free,Briare
1,1,1,SFR,Commentry
1,1,1,Bouygues,Commentry
1,1,0,SFR,Baron
1,1,1,SFR,Lézignan-Corbičres
1,1,1,Bouygues,Lézignan-Corbičres
0,1,1,Free,Lézignan-Corbičres
1,1,1,SFR,Contalmaison
1,1,1,Bouygues,Contalmaison
1,1,1,SFR,Chanteloup-en-Brie
1,1,1,Bouygues,Chanteloup-en-Brie
0,1,1,Free,Chanteloup-en-Brie
1,0,0,SFR,Jonquičres
1,1,1,SFR,La Goutelle
1,1,1,Bouygues,La Goutelle
1,1,1,SFR,Espalion
1,1,1,Bouygues,Espalion
1,1,1,SFR,La Bussičre
1,1,1,Bouygues,La Bussičre
1,1,0,SFR,Montgé-en-Goële
0,1,1,Free,Montgé-en-Goële
1,0,0,SFR,Rully
1,0,0,Bouygues,Rully
1,0,0,SFR,Montévrain
1,1,1,SFR,Samoreau
1,1,1,SFR,Vulaines-sur-Seine
1,1,1,Bouygues,Samoreau
1,1,1,Bouygues,Vulaines-sur-Seine
1,0,0,Bouygues,Samoreau
1,0,0,Bouygues,Vulaines-sur-Seine
1,1,0,SFR,Charmentray
0,1,1,Free,Charmentray
1,1,1,SFR,Grenay
1,1,1,SFR,Boiry-Sainte-Rictrude
1,1,1,SFR,Courcelles-le-Comte
0,1,1,Free,Courcelles-le-Comte
1,1,1,SFR,Givenchy-lčs-la-Bassée
0,1,0,Free,Givenchy-lčs-la-Bassée
1,1,1,SFR,Héricy
1,1,1,Bouygues,Héricy
1,1,1,SFR,Trouillas
1,1,1,Bouygues,Trouillas
1,1,0,SFR,Beaurains
1,1,1,SFR,Auchy-les-Mines
0,1,0,Free,Auchy-les-Mines
1,1,1,SFR,Roye
1,1,1,Bouygues,Roye
1,1,1,SFR,Baixas
1,1,1,Bouygues,Baixas
1,1,1,SFR,Thomery
1,1,1,Bouygues,Thomery
1,1,1,SFR,Montaigut
1,1,1,Bouygues,Montaigut
0,1,1,Free,Montaigut
1,1,0,SFR,Vermandovillers
1,1,1,SFR,Rochefort-Montagne
1,1,1,Bouygues,Rochefort-Montagne
1,1,1,SFR,Champagne-sur-Seine
1,1,1,SFR,Saint-Pierre-Roche
1,1,1,Bouygues,Saint-Pierre-Roche
0,1,1,Free,Saint-Pierre-Roche
1,1,1,SFR,Barre
1,1,1,Bouygues,Barre
1,1,1,SFR,Le Boulou
1,1,1,Bouygues,Le Boulou
0,1,1,Free,Le Boulou
1,1,0,SFR,Montcresson
1,1,0,SFR,Guignes
1,1,0,Bouygues,Guignes
0,1,0,SFR,Bailly-Romainvilliers
1,1,1,SFR,Saint-Gervais-d'Auvergne
1,0,1,SFR,Mareuil-la-Motte
1,1,1,SFR,Toulouges
1,1,1,Bouygues,Toulouges
0,1,1,Free,Toulouges
0,1,1,Free,Le Soler
1,1,1,SFR,Ouzouer-sur-Trézée
1,1,1,Bouygues,Ouzouer-sur-Trézée
1,1,1,Bouygues,Montlaur
1,1,1,SFR,Ourouer-les-Bourdelins
1,1,1,Bouygues,Ourouer-les-Bourdelins
0,1,0,Free,Ourouer-les-Bourdelins
1,1,1,SFR,Chaulnes
1,1,1,Bouygues,Chaulnes
1,1,1,SFR,Bransles
1,1,1,Bouygues,Bransles
1,1,0,SFR,Oissery
0,1,0,Free,Oissery
1,1,1,SFR,Prémian
1,1,1,Bouygues,Prémian
1,1,1,SFR,Champeaux
1,1,1,Bouygues,Champeaux
1,1,1,SFR,Saint-Côme-d'Olt
1,1,1,Bouygues,Saint-Côme-d'Olt
1,1,0,SFR,Saint-Soupplets
1,1,1,Bouygues,Saint-Soupplets
0,1,1,Free,Saint-Soupplets
1,1,1,SFR,Bézenet
1,1,1,SFR,Montvicq
1,1,1,Bouygues,Bézenet
1,1,1,Bouygues,Montvicq
0,1,1,Free,Bézenet
0,1,1,Free,Montvicq
1,1,0,SFR,Vimy
1,1,1,SFR,Canet
1,1,1,Bouygues,Canet
1,1,1,SFR,Peyrestortes
1,1,1,Bouygues,Peyrestortes
1,1,1,SFR,Aubers
1,1,1,Bouygues,Aubers
1,1,0,SFR,Montry
1,1,0,Bouygues,Montry
1,1,1,SFR,Bromont-Lamothe
1,1,1,Bouygues,Bromont-Lamothe
0,1,1,Free,Bromont-Lamothe
1,1,1,SFR,Erquinghem-Lys
1,1,1,Bouygues,Erquinghem-Lys
0,1,1,Free,Erquinghem-Lys
1,1,1,SFR,Avion
1,1,1,SFR,Hénin-sur-Cojeul
1,1,1,SFR,Châtillon-Coligny
1,1,1,Bouygues,Châtillon-Coligny
1,1,1,SFR,Saint-Satur
1,1,1,Bouygues,Saint-Satur
1,1,0,SFR,Monthyon
1,1,0,SFR,Lassigny
1,0,0,Bouygues,Lassigny
1,1,1,SFR,L'Albčre
1,1,1,Bouygues,L'Albčre
1,1,1,SFR,Fromelles
1,1,1,Bouygues,Fromelles
0,1,1,Free,Fromelles
1,1,1,SFR,Cambon-et-Salvergues
1,1,1,Bouygues,Cambon-et-Salvergues
1,1,1,SFR,Villemaréchal
1,1,1,Bouygues,Villemaréchal
1,1,1,SFR,Beauvoir
1,1,1,Bouygues,Beauvoir
1,1,1,SFR,Wicres
1,1,1,Bouygues,Wicres
1,1,1,SFR,Bombon
1,1,1,Bouygues,Bombon
0,1,0,SFR,Wancourt
1,1,0,SFR,Crégy-lčs-Meaux
1,1,1,SFR,Crégy-lčs-Meaux
1,1,1,SFR,Meaux
1,0,0,SFR,Léré
1,1,1,SFR,Thourotte
1,1,1,Bouygues,Thourotte
1,1,0,Bouygues,Thourotte
0,1,0,Free,Thourotte
1,1,1,SFR,Flaucourt
1,1,1,Bouygues,Flaucourt
0,1,0,SFR,Villiers-sur-Morin
0,1,0,Bouygues,Villiers-sur-Morin
0,1,1,Free,Villiers-sur-Morin
1,1,1,SFR,Chapdes-Beaufort
1,1,1,Bouygues,Chapdes-Beaufort
0,1,0,Free,Chapdes-Beaufort
1,1,1,SFR,Pia
1,1,1,Bouygues,Pia
1,0,0,Bouygues,Meaux
1,1,1,SFR,Pont-ŕ-Vendin
1,1,0,Bouygues,Pont-ŕ-Vendin
1,1,1,SFR,Machemont
1,1,1,Bouygues,Machemont
0,1,1,Free,Machemont
1,1,1,SFR,Valence-en-Brie
1,1,1,Bouygues,Valence-en-Brie
1,1,1,SFR,Égreville
1,1,1,Bouygues,Égreville
1,1,1,SFR,Garigny
1,1,1,Bouygues,Garigny
1,1,1,SFR,Salses-le-Château
1,1,1,Bouygues,Salses-le-Château
1,1,1,SFR,Brouilla
1,1,1,Bouygues,Brouilla
1,1,0,SFR,Voulangis
1,1,1,SFR,Sainte-Eulalie-d'Olt
1,1,1,Bouygues,Sainte-Eulalie-d'Olt
1,1,1,SFR,Sancergues
1,1,1,Bouygues,Sancergues
1,1,1,SFR,Nesle
1,1,1,Bouygues,Nesle
1,1,1,SFR,Bois-Bernard
0,1,1,Free,Bois-Bernard
0,1,1,Free,Sancergues
1,1,1,SFR,Ognolles
1,1,1,Bouygues,Ognolles
1,1,1,SFR,Herry
1,1,1,Bouygues,Herry
0,1,0,Free,Herry
0,1,0,SFR,Péronne
1,1,1,SFR,Laroque-des-Albčres
1,1,1,SFR,Saint-Génis-des-Fontaines
1,1,1,Bouygues,Laroque-des-Albčres
1,1,1,Bouygues,Saint-Génis-des-Fontaines
1,1,1,SFR,Sancoins
1,1,1,Bouygues,Sancoins
0,1,0,Free,Saint-Ours
0,1,1,Free,Harnes
1,1,0,SFR,La Celle-sur-Loire
1,1,1,Bouygues,La Celle-sur-Loire
0,1,1,Free,La Celle-sur-Loire
1,1,1,SFR,Saint-Ouen-en-Brie
1,1,1,Bouygues,Saint-Ouen-en-Brie
0,1,1,Free,Saint-Ouen-en-Brie
1,1,0,SFR,La Selle-sur-le-Bied
1,1,1,SFR,Besse-et-Saint-Anastaise
1,1,1,Bouygues,Besse-et-Saint-Anastaise
0,1,0,Free,Besse-et-Saint-Anastaise
1,1,1,SFR,Pulvéričres
1,1,1,Bouygues,Pulvéričres
0,1,1,Free,Pulvéričres
1,1,0,SFR,Bouchavesnes-Bergen
1,1,0,Bouygues,Bouchavesnes-Bergen
0,1,1,Free,Bouchavesnes-Bergen
1,1,1,SFR,Varennes-sur-Seine
1,1,1,Bouygues,Varennes-sur-Seine
1,1,1,SFR,Péronne
1,1,1,Bouygues,Péronne
1,1,1,SFR,Lurcy-Lévis
1,1,1,Bouygues,Lurcy-Lévis
0,1,1,Free,Lurcy-Lévis
1,1,0,SFR,Auričres
0,1,0,Free,Auričres
1,1,0,SFR,Vis-en-Artois
1,1,1,Bouygues,Vis-en-Artois
0,1,1,Free,Vis-en-Artois
1,1,1,SFR,Sorčde
1,1,1,Bouygues,Sorčde
1,1,1,SFR,Treilles
1,1,1,Bouygues,Treilles
0,1,1,Free,Treilles
1,1,1,SFR,Corneilla-del-Vercol
1,1,0,SFR,Germigny-l'Évęque
0,1,1,Free,Roquefort-des-Corbičres
1,1,1,SFR,Saint-Chinian
1,1,1,Bouygues,Saint-Chinian
1,1,1,SFR,Deűlémont
1,1,1,Bouygues,Deűlémont
1,1,1,SFR,Ygrande
1,1,1,Bouygues,Ygrande
1,1,1,SFR,Mons
1,1,1,Bouygues,Mons
0,1,1,Free,Mons
1,1,0,SFR,Chuelles
1,1,1,SFR,Nades
1,1,1,Bouygues,Nades
0,1,1,Free,Nades
1,1,1,SFR,Morienval
1,1,1,SFR,La Guerche-sur-l'Aubois
1,1,1,Bouygues,La Guerche-sur-l'Aubois
0,1,1,Free,La Guerche-sur-l'Aubois
1,1,0,SFR,Vaux-sur-Lunain
1,1,1,SFR,Bléneau
1,1,1,Bouygues,Bléneau
1,1,0,SFR,Menetou-Couture
1,1,1,Bouygues,Menetou-Couture
1,1,1,SFR,Saleilles
1,1,1,Bouygues,Saleilles
0,1,1,Free,Saleilles
1,1,1,SFR,Guérard
1,1,1,Bouygues,Guérard
1,0,0,SFR,Hamblain-les-Prés
1,1,1,Bouygues,Hamblain-les-Prés
1,1,1,SFR,Rozay-en-Brie
1,1,1,Bouygues,Rozay-en-Brie
0,1,1,Free,Rozay-en-Brie
1,1,1,SFR,Voulx
1,1,1,Bouygues,Voulx
0,1,1,Free,Voulx
1,1,1,SFR,Quarante
1,1,1,Bouygues,Quarante
1,1,1,SFR,Montmarault
1,1,1,Bouygues,Montmarault
1,1,1,SFR,Lumigny-Nesles-Ormeaux
1,1,1,Bouygues,Lumigny-Nesles-Ormeaux
1,1,1,SFR,Palau-del-Vidre
1,1,0,Bouygues,Palau-del-Vidre
0,1,1,Free,Palau-del-Vidre
1,1,1,SFR,Courpalay
1,1,1,Bouygues,Courpalay
0,1,1,Free,Courpalay
1,1,1,SFR,Gondecourt
1,1,1,Bouygues,Gondecourt
0,1,1,Free,Gondecourt
1,1,0,SFR,Hautefeuille
1,1,1,SFR,Saint-André
1,1,1,Bouygues,Saint-André
1,1,0,SFR,Quiéry-la-Motte
1,1,0,SFR,La Guerche-sur-l'Aubois
1,1,1,SFR,Dourges
1,1,0,SFR,Trilport
1,1,1,SFR,Trosly-Breuil
1,1,1,Bouygues,Trosly-Breuil
1,1,0,SFR,Trigučres
1,1,1,SFR,Jouet-sur-l'Aubois
1,1,1,Bouygues,Jouet-sur-l'Aubois
1,1,0,SFR,Sigean
0,1,0,SFR,Hénin-Beaumont
0,1,0,SFR,Noyelles-Godault
1,1,1,Bouygues,Noyelles-Godault
0,1,1,Free,Fitou
1,1,1,SFR,Vitry-en-Artois
1,1,1,SFR,Cannes-Écluse
1,1,1,Bouygues,Cannes-Écluse
1,1,1,SFR,Alénya
1,1,1,Bouygues,Alénya
1,1,1,SFR,Pommeuse
1,1,1,Bouygues,Pommeuse
1,1,0,SFR,Comines
0,1,0,SFR,Oignies
1,1,1,SFR,La Palme
1,1,1,Bouygues,La Palme
0,1,1,Free,La Palme
1,1,1,SFR,Maisoncelles-en-Brie
1,1,1,Bouygues,Maisoncelles-en-Brie
0,1,1,Free,Maisoncelles-en-Brie
1,0,0,SFR,Montceaux-lčs-Meaux
1,1,1,SFR,Fréniches
1,1,1,Bouygues,Fréniches
1,1,0,SFR,Saint-Jean-les-Deux-Jumeaux
1,1,1,SFR,Chaudes-Aigues
1,1,1,Bouygues,Chaudes-Aigues
1,1,1,SFR,Aydat
1,1,1,Bouygues,Aydat
1,1,1,SFR,Faremoutiers
1,1,1,Bouygues,Faremoutiers
0,1,1,Free,Faremoutiers
1,1,0,SFR,Ruyaulcourt
1,1,1,SFR,Saint-Genčs-Champanelle
1,1,1,Bouygues,Saint-Genčs-Champanelle
0,1,1,Free,Saint-Genčs-Champanelle
0,1,1,Bouygues,Lille
1,1,1,SFR,Marolles-sur-Seine
1,1,1,Bouygues,Marolles-sur-Seine
0,1,1,Free,Marolles-sur-Seine
1,1,1,SFR,Roffiac
1,1,1,Bouygues,Roffiac
1,1,1,SFR,Brebičres
0,1,0,Free,Brebičres
1,1,0,SFR,Verlinghem
0,1,0,Free,Verlinghem
1,1,1,SFR,Saint-Diéry
1,1,1,Bouygues,Saint-Diéry
0,0,1,SFR,Loos
1,1,1,SFR,Orcines
1,1,1,Bouygues,Orcines
1,1,1,SFR,Couloisy
1,1,1,Bouygues,Couloisy
0,1,1,Free,Couloisy
1,1,0,SFR,Saint-Germain-Laval
1,1,1,SFR,Saint-Pardoux
1,1,1,Bouygues,Saint-Pardoux
1,1,1,SFR,Sainte-Marie-la-Mer
1,1,1,Bouygues,Sainte-Marie-la-Mer
0,1,1,Free,Sainte-Marie-la-Mer
0,1,0,Bouygues,Canet-en-Roussillon
1,1,1,SFR,Carlepont
1,1,1,Bouygues,Carlepont
1,1,1,SFR,Gastins
1,1,1,Bouygues,Gastins
1,1,1,SFR,Mauperthuis
0,1,0,SFR,Port-la-Nouvelle
0,0,1,SFR,Port-la-Nouvelle
1,1,1,SFR,Roquebrun
1,1,1,Bouygues,Roquebrun
1,0,0,Bouygues,Saint-Jean-les-Deux-Jumeaux
1,1,1,SFR,La Neuville
1,1,0,SFR,Coursan
1,1,1,Bouygues,Coursan
1,1,1,SFR,Apremont-sur-Allier
1,1,1,Bouygues,Apremont-sur-Allier
1,1,0,SFR,Tortequesne
1,1,1,SFR,Lambres-lez-Douai
1,1,1,SFR,Saint-Gervais-sur-Mare
0,1,1,Free,Port-la-Nouvelle
1,1,1,SFR,Enval
1,1,1,Bouygues,Enval
0,1,1,Free,Enval
1,1,1,SFR,Marquette-lez-Lille
1,1,1,SFR,Target
1,1,1,Bouygues,Target
0,1,1,Free,Target
1,1,1,SFR,Hautefontaine
1,1,1,Bouygues,Hautefontaine
1,1,1,SFR,Guiscard
1,1,1,Bouygues,Guiscard
0,1,1,Free,Guiscard
1,1,0,SFR,Wattignies
1,1,0,SFR,Flers-en-Escrebieux
1,1,0,SFR,Voussac
1,1,1,SFR,Bourbon-l'Archambault
1,1,1,Bouygues,Bourbon-l'Archambault
1,1,0,SFR,Avelin
1,1,0,SFR,Sammeron
1,1,0,SFR,Crouy-sur-Ourcq
1,1,0,Bouygues,Crouy-sur-Ourcq
1,1,1,SFR,Coursan
1,1,0,SFR,Havrincourt
1,1,1,SFR,Vaudoy-en-Brie
1,1,1,Bouygues,Vaudoy-en-Brie
1,1,1,SFR,Saint-Amand-en-Puisaye
1,1,1,Bouygues,Saint-Amand-en-Puisaye
1,1,1,SFR,Malauzat
1,1,0,Bouygues,Bondues
1,1,1,SFR,Charny Orée de Puisaye
1,1,1,Bouygues,Charny Orée de Puisaye
0,1,1,SFR,Mareuil-sur-Ourcq
1,1,1,SFR,Gurcy-le-Châtel
1,1,1,Bouygues,Gurcy-le-Châtel
0,1,1,Free,Gurcy-le-Châtel
1,1,1,SFR,Les Aires
1,1,1,Bouygues,Les Aires
1,1,1,SFR,Prompsat
1,1,1,Bouygues,Prompsat
1,1,1,SFR,Mons-en-Pévčle
0,1,1,Free,Mons-en-Pévčle
1,1,1,SFR,Brouchy
1,1,1,Bouygues,Brouchy
0,1,0,SFR,Lesquin
1,1,0,SFR,Beautheil-Saints
1,1,1,SFR,Bellenaves
1,1,1,Bouygues,Bellenaves
0,1,1,Free,Bellenaves
1,1,1,SFR,Chaulgnes
1,1,1,Bouygues,Chaulgnes
1,1,1,SFR,Garchizy
1,1,1,Bouygues,Garchizy
0,1,0,Free,Romagnat
1,1,1,SFR,Châtenay-sur-Seine
1,1,1,Bouygues,Châtenay-sur-Seine
1,1,1,SFR,Meillers
1,1,1,Bouygues,Meillers
1,1,1,Bouygues,Romagnat
0,1,1,Free,Romagnat
1,1,0,SFR,Bourlon
1,1,0,Bouygues,Bourlon
1,1,1,SFR,Magny-Cours
1,1,1,Bouygues,Magny-Cours
1,1,1,SFR,Vernoy
1,1,1,Bouygues,Vernoy
1,1,1,SFR,Saint-Myon
1,1,1,Bouygues,Saint-Myon
0,0,1,SFR,Champigny
1,1,1,Bouygues,Champigny
1,1,1,SFR,Saint-Pierre-le-Moűtier
1,1,1,Bouygues,Saint-Pierre-le-Moűtier
0,1,1,Free,Saint-Pierre-le-Moűtier
1,1,1,SFR,Râches
1,1,1,Bouygues,Râches
0,1,1,SFR,Cébazat
1,1,1,Bouygues,Cébazat
1,1,1,SFR,Sainghin-en-Mélantois
1,1,1,SFR,Brannay
1,1,1,Bouygues,Brannay
1,1,1,SFR,Donzy
1,1,1,Bouygues,Donzy
1,1,1,SFR,Donnemarie-Dontilly
1,1,1,Bouygues,Donnemarie-Dontilly
1,1,1,SFR,Saint-Loup-d'Ordon
1,1,1,Bouygues,Saint-Loup-d'Ordon
1,0,0,SFR,Sainte-Aulde
1,0,0,Bouygues,Sainte-Aulde
1,0,0,SFR,Fretin
1,1,1,Bouygues,Fretin
0,1,1,Free,Cazouls-lčs-Béziers
1,1,0,SFR,La Tour-sur-Orb
1,0,1,Bouygues,Villeneuve-d'Ascq
0,1,0,SFR,Riom
1,1,0,SFR,Fondamente
1,1,0,Bouygues,Fondamente
1,1,1,SFR,Pérignat-lčs-Sarličve
1,1,1,Bouygues,Pérignat-lčs-Sarličve
0,1,1,Free,Pérignat-lčs-Sarličve
1,1,1,SFR,Montady
1,1,1,Bouygues,Montady
0,1,0,Free,Montady
1,1,0,SFR,Rivičre-sur-Tarn
1,1,1,SFR,Tannerre-en-Puisaye
1,1,1,Bouygues,Tannerre-en-Puisaye
1,1,0,SFR,Marcoing
1,1,1,Bouygues,Marcoing
0,1,1,Free,Nissan-lez-Enserune
1,1,1,SFR,Artonne
1,1,1,Bouygues,Artonne
1,1,0,SFR,Aubigny-au-Bac
1,1,0,SFR,Boissy-le-Châtel
0,1,0,SFR,Épinoy
1,1,1,SFR,Aulnat
1,1,1,SFR,Lewarde
1,1,0,SFR,Gonnelieu
1,0,0,Bouygues,Gonnelieu
1,1,1,SFR,Saint-Georges
1,1,1,Bouygues,Saint-Georges
1,1,1,SFR,Hem
1,1,0,SFR,La Cavalerie
1,1,1,Bouygues,La Cavalerie
1,1,0,SFR,Subligny
1,1,1,SFR,Bannost-Villegagnon
1,1,1,Bouygues,Bannost-Villegagnon
1,1,0,SFR,Luzancy
1,1,1,SFR,Vimpelles
1,1,1,Bouygues,Vimpelles
0,1,0,Free,Vimpelles
1,1,0,SFR,Hem
1,1,1,SFR,Maraussan
1,1,1,Bouygues,Maraussan
1,1,1,SFR,Coulanges-lčs-Nevers
1,1,1,Bouygues,Coulanges-lčs-Nevers
0,1,1,Free,Lignan-sur-Orb
1,1,1,SFR,Thézan-lčs-Béziers
1,1,1,Bouygues,Thézan-lčs-Béziers
1,1,1,SFR,Bazoches-lčs-Bray
1,1,1,Bouygues,Bazoches-lčs-Bray
1,0,0,SFR,Méry-sur-Marne
1,1,1,SFR,Fontenoy
1,1,1,Bouygues,Fontenoy
1,1,1,SFR,Le Cendre
0,1,0,Bouygues,Cournon-d'Auvergne
0,1,0,Bouygues,Le Cendre
1,1,1,Bouygues,Le Cendre
0,1,1,Free,Cournon-d'Auvergne
0,1,1,Free,Le Cendre
1,1,0,SFR,Ruynes-en-Margeride
1,1,1,SFR,Souvigny
1,1,1,Bouygues,Souvigny
1,1,0,SFR,Cysoing
1,1,1,SFR,Savins
1,1,1,Bouygues,Savins
0,1,0,SFR,Masničres
1,1,1,Bouygues,Masničres
0,1,1,Free,Masničres
1,1,0,SFR,Saint-Sauveur-en-Puisaye
1,0,0,Bouygues,Saint-Sauveur-en-Puisaye
1,1,1,SFR,Saint-Geničs-de-Fontedit
1,1,1,Bouygues,Saint-Geničs-de-Fontedit
0,1,1,Free,Saint-Geničs-de-Fontedit
1,1,1,SFR,Genech
1,1,1,Bouygues,Genech
0,1,1,Free,Genech
